typeID;typeName;published
35372;"Nyx Quafe SKIN (365 Days)";1
35373;"Obelisk Inner Zone Shipping SKIN (7 Days)";1
35374;"Obelisk Inner Zone Shipping SKIN (30 Days)";1
35375;"Obelisk Inner Zone Shipping SKIN (90 Days)";1
35376;"Obelisk Inner Zone Shipping SKIN (365 Days)";1
35377;"Obelisk Quafe SKIN (7 Days)";1
35378;"Obelisk Quafe SKIN (30 Days)";1
35379;"Obelisk Quafe SKIN (90 Days)";1
35380;"Obelisk Quafe SKIN (365 Days)";1
35381;"Omen Kador SKIN (7 Days)";1
35382;"Omen Kador SKIN (30 Days)";1
35383;"Omen Kador SKIN (90 Days)";1
35384;"Omen Kador SKIN (365 Days)";1
35385;"Omen Sarum SKIN (7 Days)";1
35386;"Omen Sarum SKIN (30 Days)";1
35387;"Omen Sarum SKIN (90 Days)";1
35388;"Omen Sarum SKIN (365 Days)";1
35389;"Omen Tash-Murkon SKIN (7 Days)";1
35390;"Omen Tash-Murkon SKIN (30 Days)";1
35391;"Omen Tash-Murkon SKIN (90 Days)";1
35392;"Omen Tash-Murkon SKIN (365 Days)";1
35393;"Oracle Khanid SKIN (7 Days)";1
35394;"Oracle Khanid SKIN (30 Days)";1
35395;"Oracle Khanid SKIN (90 Days)";1
35396;"Oracle Khanid SKIN (365 Days)";1
35397;"Oracle Sarum SKIN (7 Days)";1
35398;"Oracle Sarum SKIN (30 Days)";1
35399;"Oracle Sarum SKIN (90 Days)";1
35400;"Oracle Sarum SKIN (365 Days)";1
35401;"Orca ORE Development SKIN (7 Days)";1
35402;"Orca ORE Development SKIN (30 Days)";1
35403;"Orca ORE Development SKIN (90 Days)";1
35404;"Orca ORE Development SKIN (365 Days)";1
35405;"Osprey Wiyrkomi SKIN (7 Days)";1
35406;"Osprey Wiyrkomi SKIN (30 Days)";1
35407;"Osprey Wiyrkomi SKIN (90 Days)";1
35408;"Osprey Wiyrkomi SKIN (365 Days)";1
35409;"Paladin Blood Raiders SKIN (7 Days)";1
35410;"Paladin Blood Raiders SKIN (30 Days)";1
35411;"Paladin Blood Raiders SKIN (90 Days)";1
35412;"Paladin Blood Raiders SKIN (365 Days)";1
35413;"Paladin Kador SKIN (7 Days)";1
35414;"Paladin Kador SKIN (30 Days)";1
35415;"Paladin Kador SKIN (90 Days)";1
35416;"Paladin Kador SKIN (365 Days)";1
35417;"Paladin Tash-Murkon SKIN (7 Days)";1
35418;"Paladin Tash-Murkon SKIN (30 Days)";1
35419;"Paladin Tash-Murkon SKIN (90 Days)";1
35420;"Paladin Tash-Murkon SKIN (365 Days)";1
35421;"Phoenix Lai Dai SKIN (7 Days)";1
35422;"Phoenix Lai Dai SKIN (30 Days)";1
35423;"Phoenix Lai Dai SKIN (90 Days)";1
35424;"Phoenix Lai Dai SKIN (365 Days)";1
35425;"Phoenix Wiyrkomi SKIN (7 Days)";1
35426;"Phoenix Wiyrkomi SKIN (30 Days)";1
35427;"Phoenix Wiyrkomi SKIN (90 Days)";1
35428;"Phoenix Wiyrkomi SKIN (365 Days)";1
35429;"Probe Vherokior SKIN (7 Days)";1
35430;"Probe Vherokior SKIN (30 Days)";1
35431;"Probe Vherokior SKIN (90 Days)";1
35432;"Probe Vherokior SKIN (365 Days)";1
35433;"Prophecy Blood Raiders SKIN (7 Days)";1
35434;"Prophecy Blood Raiders SKIN (30 Days)";1
35435;"Prophecy Blood Raiders SKIN (90 Days)";1
35436;"Prophecy Blood Raiders SKIN (365 Days)";1
35437;"Prophecy Kador SKIN (7 Days)";1
35438;"Prophecy Kador SKIN (30 Days)";1
35439;"Prophecy Kador SKIN (90 Days)";1
35440;"Prophecy Kador SKIN (365 Days)";1
35441;"Prophecy Tash-Murkon SKIN (7 Days)";1
35442;"Prophecy Tash-Murkon SKIN (30 Days)";1
35443;"Prophecy Tash-Murkon SKIN (90 Days)";1
35444;"Prophecy Tash-Murkon SKIN (365 Days)";1
35445;"Providence Ardishapur SKIN (7 Days)";1
35446;"Providence Ardishapur SKIN (30 Days)";1
35447;"Providence Ardishapur SKIN (90 Days)";1
35448;"Providence Ardishapur SKIN (365 Days)";1
35449;"Providence Kador SKIN (7 Days)";1
35450;"Providence Kador SKIN (30 Days)";1
35451;"Providence Kador SKIN (90 Days)";1
35452;"Providence Kador SKIN (365 Days)";1
35453;"Punisher Kador SKIN (7 Days)";1
35454;"Punisher Kador SKIN (30 Days)";1
35455;"Punisher Kador SKIN (90 Days)";1
35456;"Punisher Kador SKIN (365 Days)";1
35457;"Punisher Tash-Murkon SKIN (7 Days)";1
35458;"Punisher Tash-Murkon SKIN (30 Days)";1
35459;"Punisher Tash-Murkon SKIN (90 Days)";1
35460;"Punisher Tash-Murkon SKIN (365 Days)";1
35461;"Rattlesnake Serenity YC117 SKIN (7 Days)";1
35462;"Rattlesnake Serenity YC117 SKIN (30 Days)";1
35463;"Rattlesnake Serenity YC117 SKIN (90 Days)";1
35464;"Rattlesnake Serenity YC117 SKIN (365 Days)";1
35465;"Raven Guristas SKIN (7 Days)";1
35466;"Raven Guristas SKIN (30 Days)";1
35467;"Raven Guristas SKIN (90 Days)";1
35468;"Raven Guristas SKIN (365 Days)";1
35469;"Raven Kaalakiota SKIN (7 Days)";1
35470;"Raven Kaalakiota SKIN (30 Days)";1
35471;"Raven Kaalakiota SKIN (90 Days)";1
35472;"Raven Kaalakiota SKIN (365 Days)";1
35473;"Raven Nugoeihuvi SKIN (7 Days)";1
35474;"Raven Nugoeihuvi SKIN (30 Days)";1
35475;"Raven Nugoeihuvi SKIN (90 Days)";1
35476;"Raven Nugoeihuvi SKIN (365 Days)";1
35477;"Raven Serenity YC117 SKIN (7 Days)";1
35478;"Raven Serenity YC117 SKIN (30 Days)";1
35479;"Raven Serenity YC117 SKIN (90 Days)";1
35480;"Raven Serenity YC117 SKIN (365 Days)";1
35481;"Raven Wiyrkomi SKIN (7 Days)";1
35482;"Raven Wiyrkomi SKIN (30 Days)";1
35483;"Raven Wiyrkomi SKIN (90 Days)";1
35484;"Raven Wiyrkomi SKIN (365 Days)";1
35485;"Revelation Kador SKIN (7 Days)";1
35486;"Revelation Kador SKIN (30 Days)";1
35487;"Revelation Kador SKIN (90 Days)";1
35488;"Revelation Kador SKIN (365 Days)";1
35489;"Revelation Sarum SKIN (7 Days)";1
35490;"Revelation Sarum SKIN (30 Days)";1
35491;"Revelation Sarum SKIN (90 Days)";1
35492;"Revelation Sarum SKIN (365 Days)";1
35493;"Rifter Krusual SKIN (7 Days)";1
35494;"Rifter Krusual SKIN (30 Days)";1
35495;"Rifter Krusual SKIN (90 Days)";1
35496;"Rifter Krusual SKIN (365 Days)";1
35497;"Rifter Nefantar SKIN (7 Days)";1
35498;"Rifter Nefantar SKIN (30 Days)";1
35499;"Rifter Nefantar SKIN (90 Days)";1
35500;"Rifter Nefantar SKIN (365 Days)";1
35501;"Rokh Nugoeihuvi SKIN (7 Days)";1
35502;"Rokh Nugoeihuvi SKIN (30 Days)";1
35503;"Rokh Nugoeihuvi SKIN (90 Days)";1
35504;"Rokh Nugoeihuvi SKIN (365 Days)";1
35505;"Rokh Wiyrkomi SKIN (7 Days)";1
35506;"Rokh Wiyrkomi SKIN (30 Days)";1
35507;"Rokh Wiyrkomi SKIN (90 Days)";1
35508;"Rokh Wiyrkomi SKIN (365 Days)";1
35509;"Rorqual ORE Development SKIN (7 Days)";1
35510;"Rorqual ORE Development SKIN (30 Days)";1
35511;"Rorqual ORE Development SKIN (90 Days)";1
35512;"Rorqual ORE Development SKIN (365 Days)";1
35513;"Scorpion Ishukone Watch SKIN (7 Days)";1
35514;"Scorpion Ishukone Watch SKIN (30 Days)";1
35515;"Scorpion Ishukone Watch SKIN (90 Days)";1
35516;"Scorpion Ishukone Watch SKIN (365 Days)";1
35517;"Sigil Kador SKIN (7 Days)";1
35518;"Sigil Kador SKIN (30 Days)";1
35519;"Sigil Kador SKIN (90 Days)";1
35520;"Sigil Kador SKIN (365 Days)";1
35521;"Skiff ORE Development SKIN (7 Days)";1
35522;"Skiff ORE Development SKIN (30 Days)";1
35523;"Skiff ORE Development SKIN (90 Days)";1
35524;"Skiff ORE Development SKIN (365 Days)";1
35525;"Slasher Krusual SKIN (7 Days)";1
35526;"Slasher Krusual SKIN (30 Days)";1
35527;"Slasher Krusual SKIN (90 Days)";1
35528;"Slasher Krusual SKIN (365 Days)";1
35529;"Stabber Krusual SKIN (7 Days)";1
35530;"Stabber Krusual SKIN (30 Days)";1
35531;"Stabber Krusual SKIN (90 Days)";1
35532;"Stabber Krusual SKIN (365 Days)";1
35533;"Stabber Nefantar SKIN (7 Days)";1
35534;"Stabber Nefantar SKIN (30 Days)";1
35535;"Stabber Nefantar SKIN (90 Days)";1
35536;"Stabber Nefantar SKIN (365 Days)";1
35537;"Talos Duvolle SKIN (7 Days)";1
35538;"Talos Duvolle SKIN (30 Days)";1
35539;"Talos Duvolle SKIN (90 Days)";1
35540;"Talos Duvolle SKIN (365 Days)";1
35541;"Talos InterBus SKIN (7 Days)";1
35542;"Talos InterBus SKIN (30 Days)";1
35543;"Talos InterBus SKIN (90 Days)";1
35544;"Talos InterBus SKIN (365 Days)";1
35545;"Talwar Sebiestor SKIN (7 Days)";1
35546;"Talwar Sebiestor SKIN (30 Days)";1
35547;"Talwar Sebiestor SKIN (90 Days)";1
35548;"Talwar Sebiestor SKIN (365 Days)";1
35549;"Tayra Wiyrkomi SKIN (7 Days)";1
35550;"Tayra Wiyrkomi SKIN (30 Days)";1
35551;"Tayra Wiyrkomi SKIN (90 Days)";1
35552;"Tayra Wiyrkomi SKIN (365 Days)";1
35553;"Tempest Justice SKIN (7 Days)";1
35554;"Tempest Justice SKIN (30 Days)";1
35555;"Tempest Justice SKIN (90 Days)";1
35556;"Tempest Justice SKIN (365 Days)";1
35557;"Tempest Krusual SKIN (7 Days)";1
35558;"Tempest Krusual SKIN (30 Days)";1
35559;"Tempest Krusual SKIN (90 Days)";1
35560;"Tempest Krusual SKIN (365 Days)";1
35561;"Tempest Nefantar SKIN (7 Days)";1
35562;"Tempest Nefantar SKIN (30 Days)";1
35563;"Tempest Nefantar SKIN (90 Days)";1
35564;"Tempest Nefantar SKIN (365 Days)";1
35565;"Thanatos Quafe SKIN (7 Days)";1
35566;"Thanatos Quafe SKIN (30 Days)";1
35567;"Thanatos Quafe SKIN (90 Days)";1
35568;"Thanatos Quafe SKIN (365 Days)";1
35569;"Thanatos Roden SKIN (7 Days)";1
35570;"Thanatos Roden SKIN (30 Days)";1
35571;"Thanatos Roden SKIN (90 Days)";1
35572;"Thanatos Roden SKIN (365 Days)";1
35573;"Thorax Aliastra SKIN (7 Days)";1
35574;"Thorax Aliastra SKIN (30 Days)";1
35575;"Thorax Aliastra SKIN (90 Days)";1
35576;"Thorax Aliastra SKIN (365 Days)";1
35577;"Thorax Inner Zone Shipping SKIN (7 Days)";1
35578;"Thorax Inner Zone Shipping SKIN (30 Days)";1
35579;"Thorax Inner Zone Shipping SKIN (90 Days)";1
35580;"Thorax Inner Zone Shipping SKIN (365 Days)";1
35581;"Thrasher Nefantar SKIN (7 Days)";1
35582;"Thrasher Nefantar SKIN (30 Days)";1
35583;"Thrasher Nefantar SKIN (90 Days)";1
35584;"Thrasher Nefantar SKIN (365 Days)";1
35585;"Thrasher Thukker Tribe SKIN (7 Days)";1
35586;"Thrasher Thukker Tribe SKIN (30 Days)";1
35587;"Thrasher Thukker Tribe SKIN (90 Days)";1
35588;"Thrasher Thukker Tribe SKIN (365 Days)";1
35589;"Tormentor Ardishapur SKIN (7 Days)";1
35590;"Tormentor Ardishapur SKIN (30 Days)";1
35591;"Tormentor Ardishapur SKIN (90 Days)";1
35592;"Tormentor Ardishapur SKIN (365 Days)";1
35593;"Tormentor Sarum SKIN (7 Days)";1
35594;"Tormentor Sarum SKIN (30 Days)";1
35595;"Tormentor Sarum SKIN (90 Days)";1
35596;"Tormentor Sarum SKIN (365 Days)";1
35597;"Tornado Nefantar SKIN (7 Days)";1
35598;"Tornado Nefantar SKIN (30 Days)";1
35599;"Tornado Nefantar SKIN (90 Days)";1
35600;"Tornado Nefantar SKIN (365 Days)";1
35601;"Tristan Inner Zone Shipping SKIN (7 Days)";1
35602;"Tristan Inner Zone Shipping SKIN (30 Days)";1
35603;"Tristan Inner Zone Shipping SKIN (90 Days)";1
35604;"Tristan Inner Zone Shipping SKIN (365 Days)";1
35605;"Tristan Quafe SKIN (7 Days)";1
35606;"Tristan Quafe SKIN (30 Days)";1
35607;"Tristan Quafe SKIN (90 Days)";1
35608;"Tristan Quafe SKIN (365 Days)";1
35609;"Typhoon Krusual SKIN (7 Days)";1
35610;"Typhoon Krusual SKIN (30 Days)";1
35611;"Typhoon Krusual SKIN (90 Days)";1
35612;"Typhoon Krusual SKIN (365 Days)";1
35613;"Vargur Justice SKIN (7 Days)";1
35614;"Vargur Justice SKIN (30 Days)";1
35615;"Vargur Justice SKIN (90 Days)";1
35616;"Vargur Justice SKIN (365 Days)";1
35617;"Vargur Krusual SKIN (7 Days)";1
35618;"Vargur Krusual SKIN (30 Days)";1
35619;"Vargur Krusual SKIN (90 Days)";1
35620;"Vargur Krusual SKIN (365 Days)";1
35621;"Vargur Nefantar SKIN (7 Days)";1
35622;"Vargur Nefantar SKIN (30 Days)";1
35623;"Vargur Nefantar SKIN (90 Days)";1
35624;"Vargur Nefantar SKIN (365 Days)";1
35625;"Vexor Intaki Syndicate SKIN (7 Days)";1
35626;"Vexor Intaki Syndicate SKIN (30 Days)";1
35627;"Vexor Intaki Syndicate SKIN (90 Days)";1
35628;"Vexor Intaki Syndicate SKIN (365 Days)";1
35629;"Vexor InterBus SKIN (7 Days)";1
35630;"Vexor InterBus SKIN (30 Days)";1
35631;"Vexor InterBus SKIN (90 Days)";1
35632;"Vexor InterBus SKIN (365 Days)";1
35633;"Vexor Quafe SKIN (7 Days)";1
35634;"Vexor Quafe SKIN (30 Days)";1
35635;"Vexor Quafe SKIN (90 Days)";1
35636;"Vexor Quafe SKIN (365 Days)";1
35637;"Vigil Krusual SKIN (7 Days)";1
35638;"Vigil Krusual SKIN (30 Days)";1
35639;"Vigil Krusual SKIN (90 Days)";1
35640;"Vigil Krusual SKIN (365 Days)";1
35641;"Wyvern Wiyrkomi SKIN (7 Days)";1
35642;"Wyvern Wiyrkomi SKIN (30 Days)";1
35643;"Wyvern Wiyrkomi SKIN (90 Days)";1
35644;"Wyvern Wiyrkomi SKIN (365 Days)";1
35645;"Strange Beacon";0
35646;"Burner Sentinel";0
35650;"Wormhole S877";0
35651;"Wormhole B735";0
35652;"Wormhole V928";0
35653;"Wormhole C414";0
35654;"Wormhole R259";0
35656;"10MN Y-S8 Compact Afterburner";1
35657;"100MN Y-S8 Compact Afterburner";1
35658;"5MN Quad LiF Restrained Microwarpdrive";1
35659;"50MN Y-T8 Compact Microwarpdrive";1
35660;"50MN Quad LiF Restrained Microwarpdrive";1
35661;"500MN Y-T8 Compact Microwarpdrive";1
35662;"500MN Quad LiF Restrained Microwarpdrive";1
35663;"Inert Proximity-activated Autoturret";0
35676;"Jackdaw Defense Mode";0
35677;"Jackdaw Propulsion Mode";0
35678;"Jackdaw Sharpshooter Mode";0
35679;"Burner Clone Soldier Transport";0
35680;"Caldari Tactical Destroyer";1
35681;"Men's 'Humanitarian' T-shirt YC 117";1
35682;"Women's 'Humanitarian' T-shirt YC 117";1
35683;Hecate;1
35684;"Hecate Blueprint";1
35685;"Gallente Tactical Destroyer";1
35686;"Hecate Defense Mode";0
35687;"Hecate Propulsion Mode";0
35688;"Hecate Sharpshooter Mode";0
35689;"Burner Escort Dramiel";0
35690;"Astero Sanctuary SKIN";1
35691;"Astero Sanctuary SKIN (7 Days)";1
35692;"Astero Sanctuary SKIN (30 Days)";1
35693;"Astero Sanctuary SKIN (90 Days)";1
35694;"Astero Sanctuary SKIN (365 Days)";1
35695;"Stratios Sanctuary SKIN";1
35696;"Stratios Sanctuary SKIN (7 Days)";1
35697;"Stratios Sanctuary SKIN (30 Days)";1
35698;"Stratios Sanctuary SKIN (90 Days)";1
35699;"Stratios Sanctuary SKIN (365 Days)";1
35700;"Nestor Sanctuary SKIN";1
35701;"Nestor Sanctuary SKIN (7 Days)";1
35702;"Nestor Sanctuary SKIN (30 Days)";1
35703;"Nestor Sanctuary SKIN (90 Days)";1
35704;"Nestor Sanctuary SKIN (365 Days)";1
35705;"Vargur Thukker Tribe SKIN";1
35706;"Vargur Thukker Tribe SKIN (7 Days)";1
35707;"Vargur Thukker Tribe SKIN (30 Days)";1
35708;"Vargur Thukker Tribe SKIN (90 Days)";1
35709;"Vargur Thukker Tribe SKIN (365 Days)";1
35764;"Unstable Signal Disruptor";0
35770;"Missile Guidance Enhancer I";1
35771;"Missile Guidance Enhancer II";1
35772;"Missile Guidance Enhancer I Blueprint";1
35773;"Missile Guidance Enhancer II Blueprint";1
35774;"Pro-Nav Compact Missile Guidance Enhancer";1
35776;"Large Acceleration Gate";0
35777;"Sail Charger";0
35779;Imp;1
35780;"Imp Blueprint";1
35781;Fiend;1
35782;"Fiend Blueprint";1
35788;"Missile Guidance Computer I";1
35789;"Astro-Inertial Compact Missile Guidance Computer";1
35790;"Missile Guidance Computer II";1
35791;"Missile Guidance Computer I Blueprint";1
35792;"Missile Guidance Computer II Blueprint";1
35794;"Missile Range Script";1
35795;"Missile Precision Script";1
35796;"Missile Range Script Blueprint";1
35797;"Missile Precision Script Blueprint";1
35799;"Drifter Incursion 3 to 4 Victory";1
35800;"Drifter Incursion 5 to 7 Victory";1
35801;"Drifter Incursion 8+ Victory";1
35802;"Drifter Incursion 3 to 4 Defeat";1
35803;"Drifter Incursion 5 to 7 Defeat";1
35804;"Drifter Incursion 8+ Defeat";1
35812;"Amarr Navy Apocalypse";0
35813;"Amarr Navy Guardian";0
35814;"Amarr Navy Omen";0
35815;"Amarr Navy Augoror";0
35816;"Amarr Navy Armageddon";0
35819;"Amarr Navy Archon";0
35820;"Amarr Navy Crucifier";0
35825;Raitaru;1
35826;Azbel;1
35827;Sotiyo;1
35828;"Medium Laboratory";0
35829;"Large Laboratory";0
35830;"X-Large Laboratory";0
35832;Astrahus;1
35833;Fortizar;1
35834;Keepstar;1
35835;Athanor;1
35836;Tatara;1
35837;"Custom gate 1";0
35838;"Medium Observatory Array";0
35839;"Large Observatory Array";0
35840;"Pharolux Cyno Beacon";1
35841;"Ansiblex Jump Gate";1
35842;"Medium Administration Hub";0
35843;"Large Administration Hub";0
35844;"X-Large Administration Hub";0
35845;"Upwell Monument AM";0
35877;"Standup Supercapital Shipyard I";1
35878;"Standup Manufacturing Plant I";1
35880;"Standup Drug Lab I";0
35881;"Standup Capital Shipyard I";1
35886;"Standup Invention Lab I";1
35888;"Structure Datacore Field Research";0
35889;"Structure Time Efficiency Laboratory";0
35890;"Structure Material Efficiency Laboratory";0
35891;"Standup Research Lab I";1
35892;"Standup Market Hub I";1
35893;"Corporation Offices";0
35894;"Standup Cloning Center I";1
35895;"Structure Corporation Insurance";0
35896;"Structure Loyalty Point Store";0
35897;"Structure Customs Office";0
35898;"Structure Interbus Transport Service";0
35899;"Standup Reprocessing Facility I";1
35900;"Structure Compression Plant";1
35901;"Structure Moon Drilling";0
35904;"Structure Planetoid Drilling";0
35905;"Structure Local Communications Array";0
35906;"Structure Stellar Mapping Array";0
35907;"Structure Capsuleer Tracking Array";0
35908;"Structure Scanner Array";0
35909;"Structure Listening Post";0
35910;"Structure Cloak Pinpoint Array";0
35911;"Structure Cynosural Jammer";0
35912;"Standup Cynosural Field Generator I";1
35913;"Standup Conduit Generator I";1
35914;"Standup Cynosural System Jammer I";1
35915;"Structure Wormhole Stabilizer";0
35916;"Structure Sovereignty Unit";0
35917;"Structure Security Status Claim Unit";0
35918;"Structure Agent Distribution Unit";0
35919;"Structure Factional Reserve Unit";0
35920;"Structure Security Force Array";0
35921;"Standup Anticapital Missile Launcher I";1
35922;"Standup Multirole Missile Launcher I";1
35923;"Standup Guided Bomb Launcher I";1
35924;"Standup XL Energy Neutralizer I";1
35925;"Standup Heavy Energy Neutralizer I";1
35926;"Standup Point Defense Battery I";1
35927;"Standup CSP Tractor Beam I";0
35928;"Standup Arcing Vorton Projector I";1
35929;"Structure Remote Capacitor Transmitter";0
35930;"Structure Armored Targeted Link";0
35931;"Structure Information Targeted Link";0
35932;"Structure Siege Targeted Link";0
35933;"Structure Skirmish Targeted Link";0
35934;"Structure Mining Targeted Link";0
35935;"Structure Remote Armor Repairer";0
35936;"Structure Remote Hull Repairer";0
35937;"Structure Remote Shield Booster";0
35938;"Structure Drone Link Augmentor";0
35939;"Standup Repulsor Field Projector I";0
35940;"Standup Variable Spectrum ECM I";1
35941;"Standup Remote Sensor Dampener I";1
35943;"Standup Stasis Webifier I";1
35944;"Standup Energy Neutralization Burst Projector";1
35945;"Standup Weapon Disruptor I";1
35947;"Standup Target Painter I";1
35949;"Standup Focused Warp Disruptor I";1
35950;"Structure Warp Scrambler Generator";0
35951;"Structure ECCM Projector";0
35952;"Structure Remote Sensor Booster";0
35953;"Structure Scan Resolution Booster";0
35954;"Structure Remote Missile Guidance Computer";0
35955;"Structure Remote Tracking Computer";0
35957;"Structure Missile Guidance Computer";0
35958;"Structure Drone Navigation Computer";0
35959;"Standup Ballistic Control System I";1
35961;"Structure Tracking Enhancer";0
35962;"Standup Missile Guidance Enhancer I";1
35963;"Standup Co-Processor Array I";1
35965;"Standup Reactor Control Unit I";1
35966;"Standup Fighter Damage Amplifier I";0
35967;"Standup Fighter Tracking Enhancer I";0
36274;"Executioner EoM SKIN";1
36275;"Inquisitor EoM SKIN";1
36276;"Tormentor EoM SKIN";1
36277;"Punisher EoM SKIN";1
36278;"Maller EoM SKIN";1
36279;"Augoror EoM SKIN";1
36280;"Arbitrator EoM SKIN";1
36281;"Apocalypse EoM SKIN";1
36282;"Armageddon EoM SKIN";1
36283;"Bestower EoM SKIN";1
36284;"Omen EoM SKIN";1
36285;"Crucifier EoM SKIN";1
36286;"Oracle EoM SKIN";1
36287;"Crusader EoM SKIN";1
36288;"Malediction EoM SKIN";1
36289;"Anathema EoM SKIN";1
36290;"Sentinel EoM SKIN";1
36291;"Vengeance EoM SKIN";1
36292;"Retribution EoM SKIN";1
36293;"Avatar EoM SKIN";1
36294;"Pilgrim EoM SKIN";1
36295;"Guardian EoM SKIN";1
36296;"Zealot EoM SKIN";1
36297;"Devoter EoM SKIN";1
36298;"Sacrilege EoM SKIN";1
36299;"Purifier EoM SKIN";1
36300;"Prorator EoM SKIN";1
36301;"Impel EoM SKIN";1
36302;"Prophecy EoM SKIN";1
36303;"Coercer EoM SKIN";1
36304;"Imperial Navy Slicer EoM SKIN";1
36305;"Omen Navy Issue EoM SKIN";1
36306;"Apocalypse Navy Issue EoM SKIN";1
36307;"Revelation EoM SKIN";1
36308;"Sigil EoM SKIN";1
36309;"Curse EoM SKIN";1
36310;"Providence EoM SKIN";1
36311;"Redeemer EoM SKIN";1
36312;"Absolution EoM SKIN";1
36313;"Heretic EoM SKIN";1
36314;"Damnation EoM SKIN";1
36315;"Archon EoM SKIN";1
36316;"Aeon EoM SKIN";1
36317;"Abaddon EoM SKIN";1
36318;"Harbinger EoM SKIN";1
36319;"Paladin EoM SKIN";1
36320;"Ark EoM SKIN";1
36321;"Magnate EoM SKIN";1
36322;"Augoror Navy Issue EoM SKIN";1
36323;"Armageddon Navy Issue EoM SKIN";1
36324;"Dragoon EoM SKIN";1
36325;"Harbinger Navy Issue EoM SKIN";1
36326;"Bantam Wiyrkomi SKIN";1
36327;"Condor Wiyrkomi SKIN";1
36328;"Griffin Wiyrkomi SKIN";1
36329;"Heron Wiyrkomi SKIN";1
36330;"Moa Wiyrkomi SKIN";1
36331;"Blackbird Wiyrkomi SKIN";1
36332;"Scorpion Wiyrkomi SKIN";1
36333;"Badger Wiyrkomi SKIN";1
36334;"Leviathan Wiyrkomi SKIN";1
36335;"Crow Wiyrkomi SKIN";1
36336;"Raptor Wiyrkomi SKIN";1
36337;"Buzzard Wiyrkomi SKIN";1
36338;"Kitsune Wiyrkomi SKIN";1
36339;"Hawk Wiyrkomi SKIN";1
36340;"Harpy Wiyrkomi SKIN";1
36341;"Falcon Wiyrkomi SKIN";1
36342;"Rook Wiyrkomi SKIN";1
36343;"Basilisk Wiyrkomi SKIN";1
36344;"Cerberus Wiyrkomi SKIN";1
36345;"Onyx Wiyrkomi SKIN";1
36346;"Eagle Wiyrkomi SKIN";1
36347;"Manticore Wiyrkomi SKIN";1
36348;"Crane Wiyrkomi SKIN";1
36349;"Bustard Wiyrkomi SKIN";1
36350;"Ferox Wiyrkomi SKIN";1
36351;"Cormorant Wiyrkomi SKIN";1
36352;"Caldari Navy Hookbill Wiyrkomi SKIN";1
36353;"Caracal Navy Issue Wiyrkomi SKIN";1
36354;"Raven Navy Issue Wiyrkomi SKIN";1
36355;"Widow Wiyrkomi SKIN";1
36356;"Vulture Wiyrkomi SKIN";1
36357;"Flycatcher Wiyrkomi SKIN";1
36358;"Nighthawk Wiyrkomi SKIN";1
36359;"Chimera Wiyrkomi SKIN";1
36360;"Drake Wiyrkomi SKIN";1
36361;"Golem Wiyrkomi SKIN";1
36362;"Rhea Wiyrkomi SKIN";1
36363;"Osprey Navy Issue Wiyrkomi SKIN";1
36364;"Scorpion Navy Issue Wiyrkomi SKIN";1
36365;"Corax Wiyrkomi SKIN";1
36366;"Drake Navy Issue Wiyrkomi SKIN";1
36367;"Tristan Intaki Syndicate SKIN";1
36368;"Incursus Intaki Syndicate SKIN";1
36369;"Thorax Intaki Syndicate SKIN";1
36370;"Nereus Intaki Syndicate SKIN";1
36371;"Kryos Intaki Syndicate SKIN";1
36372;"Epithal Intaki Syndicate SKIN";1
36373;"Miasmos Intaki Syndicate SKIN";1
36374;"Iteron Mark V Intaki Syndicate SKIN";1
36375;"Erebus Intaki Syndicate SKIN";1
36376;"Talos Intaki Syndicate SKIN";1
36377;"Helios Intaki Syndicate SKIN";1
36378;"Keres Intaki Syndicate SKIN";1
36379;"Taranis Intaki Syndicate SKIN";1
36380;"Ares Intaki Syndicate SKIN";1
36381;"Nemesis Intaki Syndicate SKIN";1
36382;"Arazu Intaki Syndicate SKIN";1
36383;"Lachesis Intaki Syndicate SKIN";1
36384;"Oneiros Intaki Syndicate SKIN";1
36385;"Ishtar Intaki Syndicate SKIN";1
36386;"Phobos Intaki Syndicate SKIN";1
36387;"Deimos Intaki Syndicate SKIN";1
36388;"Ishkur Intaki Syndicate SKIN";1
36389;"Enyo Intaki Syndicate SKIN";1
36390;"Viator Intaki Syndicate SKIN";1
36391;"Occator Intaki Syndicate SKIN";1
36392;"Megathron Navy Issue Intaki Syndicate SKIN";1
36393;"Federation Navy Comet Intaki Syndicate SKIN";1
36394;"Vexor Navy Issue Intaki Syndicate SKIN";1
36395;"Moros Intaki Syndicate SKIN";1
36396;"Obelisk Intaki Syndicate SKIN";1
36397;"Sin Intaki Syndicate SKIN";1
36398;"Eos Intaki Syndicate SKIN";1
36399;"Eris Intaki Syndicate SKIN";1
36400;"Astarte Intaki Syndicate SKIN";1
36401;"Thanatos Intaki Syndicate SKIN";1
36402;"Nyx Intaki Syndicate SKIN";1
36403;"Hyperion Intaki Syndicate SKIN";1
36404;"Kronos Intaki Syndicate SKIN";1
36405;"Anshar Intaki Syndicate SKIN";1
36406;"Exequror Navy Issue Intaki Syndicate SKIN";1
36407;"Dominix Navy Issue Intaki Syndicate SKIN";1
36408;"Brutix Navy Issue Intaki Syndicate SKIN";1
36409;"Slasher Justice SKIN";1
36410;"Probe Justice SKIN";1
36411;"Rifter Justice SKIN";1
36412;"Breacher Justice SKIN";1
36413;"Burst Justice SKIN";1
36414;"Stabber Justice SKIN";1
